Nom station;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Actualisation de la donnée;Nom communes équipées
Pré Saint-Gervais - Lilas;28;17;7;0;7;2023-04-05T22:42:40+02:00;Paris
Jacquard - Ternaux;39;3;34;31;3;2023-04-05T22:46:49+02:00;Paris
Choron - Martyrs;17;9;4;4;0;2023-04-05T22:45:32+02:00;Paris
Honoré d'Estienne d'Ovres - Grilles;18;8;7;2;5;2023-04-05T22:46:18+02:00;Pantin
Place du Président Salvador Allende;60;57;2;0;2;2023-04-05T22:46:34+02:00;Pantin
Hôpital Robert Debré;33;27;1;0;1;2023-04-05T22:45:03+02:00;Paris
Bastille - Quai de la Rapée;27;3;22;22;0;2023-04-05T22:46:47+02:00;Paris
Santé - Arago;38;32;6;5;1;2023-04-05T22:40:55+02:00;Paris
Clapeyron - Moscou;15;11;4;3;1;2023-04-05T22:45:54+02:00;Paris
Place du Front Populaire - George Sand;35;33;0;0;0;2023-04-05T22:44:04+02:00;Saint-Denis
Paul Klee - Place Augusta Holmes;43;42;0;0;0;2023-04-05T22:44:53+02:00;Paris
Paul Barruel - Vaugirard;39;1;38;25;13;2023-04-05T22:43:41+02:00;Paris
Alexander Fleming - Belvédère;31;29;1;0;1;2023-04-05T22:40:57+02:00;Paris
Auguste Blanqui - Glacière;60;50;9;7;2;2023-04-05T22:44:20+02:00;Paris
Gare du Nord - Place de Valenciennes;25;23;1;0;1;2023-04-05T22:40:02+02:00;Paris
Louis Blanc - Jemmapes;31;25;5;1;4;2023-04-05T22:45:30+02:00;Paris
Averroès - Aimé Césaire;19;12;6;2;4;2023-04-05T22:46:41+02:00;Pantin
Charles Lecocq - Lecourbe;30;1;29;23;6;2023-04-05T22:45:16+02:00;Paris
Place de la Montagne du Goulet;21;4;15;15;0;2023-04-05T22:46:25+02:00;Paris
Quai de Valmy;26;20;3;2;1;2023-04-05T22:44:07+02:00;Paris
Longchamp - Place d'Iéna;40;38;1;0;1;2023-04-05T22:44:03+02:00;Paris
Square de la rue Pixérécourt;15;1;13;0;13;2023-04-05T22:44:17+02:00;Paris
Eylau - Trocadéro;24;20;1;0;1;2023-04-05T22:46:11+02:00;Paris
Gare de Lyon - Van Gogh;51;46;3;2;1;2023-04-05T22:39:48+02:00;Paris
Athènes - Clichy;20;19;0;0;0;2023-04-05T22:44:01+02:00;Paris
Parc Suzanne Lenglen;52;51;0;0;0;2023-04-05T22:38:29+02:00;Paris
Mazagran - Pierre de Coubertin;15;8;7;3;4;2023-04-05T22:42:42+02:00;Paris
Edouard Vaillant - Galliéni;49;49;0;0;0;2020-08-14T04:12:17+02:00;Bagnolet
Pierre Demours - Laugier;37;25;8;6;2;2023-04-05T22:46:52+02:00;Paris
Cimetière d'Issy-les-Moulineaux;24;19;5;0;5;2023-04-05T22:45:21+02:00;Issy-les-Moulineaux
Metz - Faubourg Saint-Denis;48;22;22;22;0;2023-04-05T22:46:11+02:00;Paris
Joseph Sansboeuf - Saint Lazare;18;17;1;0;1;2023-04-05T22:44:01+02:00;Paris
Neuilly - Petit;16;8;4;4;0;2023-04-05T22:46:36+02:00;Clichy
Censier - Santeuil;69;38;28;25;3;2023-04-05T22:47:13+02:00;Paris
Pelée - Alphonse Baudin;38;4;33;31;2;2023-04-05T22:47:08+02:00;Paris
Mairie de Neuilly sur Seine;31;24;5;5;0;2023-04-05T22:44:15+02:00;Neuilly-sur-Seine
Place Jules Ferry;28;19;9;4;5;2023-04-05T22:46:11+02:00;Montrouge
Chancé Milly - Cimetière Communal Sud;32;21;10;5;5;2023-04-05T22:45:03+02:00;Clichy
Gare de l'Est - Fidélité;15;9;3;2;1;2023-04-05T22:46:58+02:00;Paris
Cours de l'Ile Seguin - Parc Billancourt;29;26;0;0;0;2023-04-05T22:46:40+02:00;Boulogne-Billancourt
Botzaris - Crimée;21;5;16;1;15;2023-04-05T22:47:03+02:00;Paris
Gare du Nord - Denain;20;17;0;0;0;2023-04-05T22:41:04+02:00;Paris
Saint-Didier - Raymond Poincaré;17;16;0;0;0;2023-04-05T22:39:44+02:00;Paris
Marcel Yol - Jullien;30;16;13;2;11;2023-04-05T22:41:47+02:00;Vanves
Ecole Militaire - Place Joffre;26;24;1;1;0;2023-04-05T22:45:07+02:00;Paris
Marc Sangnier - Division Leclerc;24;13;9;8;1;2023-04-05T04:28:35+02:00;Cachan
Belleville - Couronnes;50;2;47;24;23;2023-04-05T22:47:13+02:00;Paris
Pierre Levée - Fontaine Timbaud;23;8;14;11;3;2023-04-05T22:46:30+02:00;Paris
Place Fernand Forest;33;6;26;26;0;2023-04-05T22:44:12+02:00;Paris
Raffet - Montmorency;42;37;2;2;0;2023-04-05T22:47:04+02:00;Paris
Gare Montparnasse - Edgar Quinet;33;32;1;1;0;2023-04-05T22:43:41+02:00;Paris
Ivry - Simone Weil;18;17;1;1;0;2023-04-05T22:47:05+02:00;Paris
Wurtz - Tolbiac;28;0;25;21;4;2023-04-05T22:45:52+02:00;Paris
Cimetière de Boulogne-Billancourt;40;7;30;23;7;2023-04-05T22:46:27+02:00;Boulogne-Billancourt
Hôtel de ville de Fontenay-sous-Bois;20;15;5;0;5;2023-04-05T22:40:32+02:00;Fontenay-sous-Bois
Gare SNCF Vanves-Malakoff;51;43;8;6;2;2023-04-05T22:46:47+02:00;Vanves
Carnot - Général Lanrezac;30;30;0;0;0;2018-05-21T07:30:29+02:00;Paris
Brancion - Lefebvre;11;5;5;2;3;2023-04-05T22:43:37+02:00;Paris
Convention - Vaugirard;48;5;38;31;7;2023-04-05T22:47:12+02:00;Paris
Docteurs Déjérine - Pte de Montreuil;20;19;1;1;0;2023-04-05T22:43:33+02:00;Paris
Résistance - Hoche;29;25;2;0;2;2023-04-05T22:43:19+02:00;Montreuil
Vanne - Général de Gaulle;25;21;4;0;4;2023-04-05T22:44:16+02:00;Montrouge
Paul Vaillant-Couturier - Gare RER;26;1;21;10;11;2023-04-05T22:44:22+02:00;Vitry-sur-Seine
Malakoff - Place de la Porte Maillot;31;16;0;0;0;2023-04-05T22:46:27+02:00;Paris
Commerce - Letellier;44;4;39;33;6;2023-04-05T12:17:39+02:00;Paris
Jean-Pierre Timbaud - Vaucouleurs;47;10;37;26;11;2023-04-05T22:46:45+02:00;Paris
Fessart - Château;20;4;15;9;6;2023-04-05T22:46:58+02:00;Boulogne-Billancourt
Pierre Lefaucheux - Traversière;35;3;31;25;6;2023-04-05T22:46:04+02:00;Boulogne-Billancourt
Ranelagh - Maison de la Radio;22;16;4;2;2;2023-04-05T22:41:27+02:00;Paris
Victor Cresson - Telles de la Poterie;31;2;26;22;4;2023-04-05T22:46:57+02:00;Issy-les-Moulineaux
Place Saint-Ferdinand;38;35;3;1;2;2023-04-05T22:46:06+02:00;Paris
Buzenval - Avron;50;39;11;4;7;2023-04-05T22:43:40+02:00;Paris
Hôtel de Ville de Fontenay-aux-Roses;34;23;11;1;10;2023-04-05T22:43:10+02:00;Fontenay-aux-Roses
George V - Christophe Colomb;24;23;1;0;1;2023-04-05T22:38:26+02:00;Paris
Vinaigriers - Magenta;25;10;13;12;1;2023-04-05T22:47:17+02:00;Paris
Amaury Duval - Gabriel Péri;36;28;7;3;4;2023-04-05T22:46:59+02:00;Montrouge
Vanne - Saussaies;20;9;11;0;11;2023-04-05T22:46:21+02:00;Cachan
Square Alban Satragne;30;23;3;2;1;2023-04-05T22:46:27+02:00;Paris
Bruneseau - Quai d'Ivry;48;32;11;8;3;2023-04-05T22:41:23+02:00;Ivry-sur-Seine
Paul Signac - Aristide Briand;35;22;11;0;11;2023-04-05T22:43:42+02:00;Montreuil
André Maurois - Joseph et Marie Hackin;29;23;4;1;3;2023-04-05T22:45:11+02:00;Paris
Proudhon - Président Wilson;30;30;0;0;0;2023-04-05T22:38:22+02:00;Saint-Denis
Pontoise - La Tournelle;23;3;14;13;1;2023-04-05T22:44:01+02:00;Paris
Stade de France;44;38;5;3;2;2023-04-05T22:39:40+02:00;Saint-Denis
Mairie de Romainville;17;3;11;1;10;2023-04-05T22:45:42+02:00;Romainville
Charles Gide - Fort de Bicêtre;30;17;12;2;10;2023-04-05T22:45:08+02:00;Le Kremlin-Bicêtre
Daumesnil - Hébrard;40;5;34;30;4;2023-04-05T22:46:53+02:00;Paris
Vitruve - Davout;23;14;9;0;9;2023-04-05T22:45:59+02:00;Paris
Jardin de l'Hospice Debrousse;23;15;8;1;7;2023-04-05T22:46:29+02:00;Paris
Place Nationale - Château-des-Rentiers;18;13;5;2;3;2023-04-05T22:47:04+02:00;Paris
Hôpital - Campo-Formio;16;9;6;5;1;2023-04-05T22:43:51+02:00;Paris
Quai aux Fleurs - Pont Saint-Louis;21;1;20;19;1;2023-04-05T22:47:00+02:00;Paris
Jean Calvin - Tournefort;28;26;2;1;1;2023-04-05T22:46:26+02:00;Paris
Place de Barcelone - Mirabeau;55;9;38;36;2;2023-04-05T22:44:51+02:00;Paris
Charles de Gaulle - Graviers;0;0;0;0;0;2022-12-05T06:50:36+01:00;Neuilly-sur-Seine
Batignolles - Beudant;44;35;7;4;3;2023-04-05T22:45:12+02:00;Paris
Porte d'Italie;13;13;0;0;0;2023-04-05T22:46:30+02:00;Paris
Théâtre de La Garenne;20;14;4;1;3;2023-04-05T22:45:44+02:00;La Garenne-Colombes
Place de la Porte de Passy;36;34;2;1;1;2023-04-05T22:41:48+02:00;Paris
La Motte-Picquet - Grenelle;34;4;26;26;0;2023-04-05T22:47:08+02:00;Paris
Temple - Charlot;45;7;32;28;4;2023-04-05T22:46:03+02:00;Paris
Arcole - Notre-Dame;31;26;5;5;0;2023-04-05T22:43:48+02:00;Paris
Damrémont - Ordener;30;3;24;11;13;2023-04-05T22:45:52+02:00;Paris
Quai de la Gare - Pont de Bercy;30;22;6;5;1;2023-04-05T22:44:39+02:00;Paris
Place de Lévis;48;42;4;2;2;2023-04-05T22:40:37+02:00;Paris
Place de l'Insurrection d'Août 1944;30;5;25;20;5;2023-04-05T22:46:19+02:00;Ivry-sur-Seine
Président Wilson - Baudin;28;16;11;3;8;2023-04-05T22:45:42+02:00;Levallois-Perret
Porte d'Asnières;36;25;7;4;3;2023-04-05T22:42:02+02:00;Paris
Jourdan - Monticelli;30;29;0;0;0;2023-04-05T22:46:25+02:00;Paris
Gaston Tessier - Rosa Parks RER;37;32;4;1;3;2023-04-05T22:45:24+02:00;Paris
Assas - Luxembourg;33;32;0;0;0;2023-04-05T22:42:06+02:00;Paris
Camille Groult - Guy Môquet;22;2;20;16;4;2023-04-05T22:46:50+02:00;Vitry-sur-Seine
Jean Jaurès - Ouvrières Pivéreuses;20;11;7;0;7;2023-04-05T22:44:48+02:00;Pantin
Lobau - Hôtel de Ville;60;27;31;29;2;2023-04-05T22:45:45+02:00;Paris
Estienne d'Orves - Henri Ginoux;31;23;8;5;3;2023-04-05T22:42:45+02:00;Montrouge
Mazagran - Bonne Nouvelle;25;23;2;1;1;2023-04-05T22:47:15+02:00;Paris
Place de l'Europe - Quai de Bercy;17;9;7;6;1;2023-04-05T22:44:09+02:00;Charenton-le-Pont
Raspail - Albert Schweitzer;28;1;26;21;5;2023-04-05T22:44:16+02:00;Gentilly
Paris - Laitières;22;18;4;2;2;2023-04-05T22:46:21+02:00;Vincennes
Brillat-Savarin - Küss;21;4;16;13;3;2023-04-05T22:44:05+02:00;Paris
Louis Pasteur - Albert Petit;31;19;10;0;10;2023-04-05T22:45:41+02:00;Bagneux
Marché aux fleurs;23;17;4;3;1;2023-04-05T22:46:58+02:00;Paris
Jean Moulin - Place Victor et Hélène Basch;41;35;6;0;6;2023-04-05T22:47:15+02:00;Paris
Bobillot - Paulin Mery;23;22;0;0;0;2023-04-05T22:40:41+02:00;Paris
Javel - André Citroën;45;11;28;17;11;2023-04-05T22:46:57+02:00;Paris
Jacques Kellner - Saint-Ouen;45;21;24;12;12;2023-04-05T22:46:39+02:00;Paris
Emeriau - Beaugrenelle;74;12;58;53;5;2023-04-05T22:46:48+02:00;Paris
Louis Rolland - République;26;21;5;0;5;2023-04-05T22:40:28+02:00;Montrouge
Faubourg Poissonnière - Dunkerque;30;24;5;3;2;2023-04-05T22:43:55+02:00;Paris
Gare de Lyon - Chalon;45;29;15;13;2;2023-04-05T22:46:13+02:00;Paris
Victor Hugo - La Pompe;41;26;2;0;2;2023-04-05T22:46:46+02:00;Paris
Place Mongolfier;39;5;31;28;3;2023-04-05T22:46:54+02:00;Saint-Maurice
Colmar - Victor Hugo;32;26;2;2;0;2023-04-05T22:46:45+02:00;Rueil-Malmaison
Mairie de quartier du Plateau - Mont-Valérien;20;12;8;2;6;2023-04-05T22:46:10+02:00;Nanterre
Charonne - Pierre Bayle;23;21;1;1;0;2023-04-05T22:47:14+02:00;Paris
Paul Vaillant-Couturier - Victor Hugo;36;22;7;3;4;2023-04-05T22:42:13+02:00;Levallois-Perret
Benjamin Delessert - Jean Lolive;21;12;8;2;6;2023-04-05T22:41:34+02:00;Pantin
Goutte d'or - Barbès;20;3;17;7;10;2023-04-05T22:45:33+02:00;Paris
Place de la Gare;46;14;31;29;2;2023-04-05T22:47:14+02:00;Maisons-Alfort
Quai de l'Oise - Aisne;30;2;26;8;18;2023-04-05T22:46:17+02:00;Paris
Italie - Jardin Joan Miro;26;25;1;0;1;2023-04-05T22:45:09+02:00;Paris
Place Edmond Michelet;23;18;2;0;2;2023-04-05T22:46:57+02:00;Paris
Place Lafayette;62;57;3;1;2;2023-04-05T22:46:12+02:00;Issy-les-Moulineaux
Emile Zola - Fondary;42;6;35;30;5;2023-04-05T22:46:33+02:00;Paris
Monceau - Malesherbes;38;35;1;0;1;2023-04-05T22:47:17+02:00;Paris
Taitbout - La Fayette;53;48;1;0;1;2023-04-05T22:47:14+02:00;Paris
Gare de la Garenne-Colombes;28;15;10;6;4;2023-04-05T22:47:14+02:00;Colombes
Charles Tillon - Cimetière Communal;30;8;17;6;11;2023-04-05T22:46:42+02:00;Aubervilliers
Lucien Lanternier - Le Luth;27;10;17;11;6;2023-04-05T22:46:41+02:00;Gennevilliers
La Motte-Picquet - La Tour Maubourg;40;25;14;12;2;2023-04-05T22:45:14+02:00;Paris
Rond-Point de la Chapelle;0;0;0;0;0;2023-02-21T23:23:33+01:00;Paris
Maréchal Joffre - Verdun;20;10;10;0;10;2023-04-05T22:41:38+02:00;Fontenay-sous-Bois
La Jarry - Place Diderot;25;6;18;8;10;2023-04-05T22:46:33+02:00;Vincennes
Rochechouart - Martyrs;20;16;1;0;1;2023-04-05T22:45:16+02:00;Paris
Berthier - Place Stuart Merril;37;28;9;6;3;2023-04-05T22:42:58+02:00;Paris
Île de la Jatte;23;9;13;6;7;2023-04-05T22:44:08+02:00;Neuilly-sur-Seine
Place Jacques et Thérèse Tréfouël;43;41;2;1;1;2023-04-05T22:45:34+02:00;Paris
Balzac - Olympes de Gouges;28;4;22;11;11;2023-04-05T22:45:32+02:00;Vitry-sur-Seine
Lucien Bossoutrot - Général Martial Vallin;39;37;1;1;0;2023-04-05T22:46:43+02:00;Paris
Place Saint-Just;22;0;22;8;14;2023-04-05T22:42:16+02:00;Vitry-sur-Seine
Pergolèse - Malakoff;38;34;3;1;2;2023-04-05T22:46:03+02:00;Paris
Cambronne - Villa Croix Nivert;62;21;39;33;6;2023-04-05T22:45:43+02:00;Paris
Vaugirard - Pasteur;21;19;0;0;0;2023-04-05T22:45:17+02:00;Paris
Gérando - Rochechouart;21;12;8;3;5;2023-04-05T22:47:09+02:00;Paris
Voltaire - Anatole France;27;24;1;1;0;2023-04-05T22:46:39+02:00;Levallois-Perret
Placette Grégoire Collas;24;9;15;12;3;2023-04-05T22:44:42+02:00;Argenteuil
Blaise-Desgoffe - Vaugirard;32;28;3;0;3;2023-04-05T22:45:54+02:00;Paris
Square Bela Bartok;24;2;21;21;0;2023-04-05T22:44:10+02:00;Paris
Place du 14 Juillet;22;3;16;4;12;2023-04-05T22:43:28+02:00;Malakoff
Fort d'Aubervilliers;22;7;13;7;6;2023-04-05T22:47:08+02:00;Aubervilliers
Charonne - Bureau;47;26;20;7;13;2023-04-05T22:45:00+02:00;Paris
Auguste Blanqui - Corvisart;26;22;4;4;0;2023-04-05T22:45:31+02:00;Paris
Square Louise Michel;36;23;12;2;10;2023-04-05T22:46:53+02:00;Paris
Clichy - Douai;32;29;1;0;1;2023-04-05T22:47:17+02:00;Paris
Mairie de Clamart;33;12;17;4;13;2023-04-05T22:44:11+02:00;Clamart
Esplanade du Foncet - Camille Desmoulins;28;14;14;14;0;2023-04-05T22:47:02+02:00;Issy-les-Moulineaux
Place Jeanne d'Arc;36;24;11;6;5;2023-04-05T22:45:37+02:00;Paris
Pont de Suresnes;24;24;0;0;0;2023-02-19T00:47:41+01:00;Suresnes
Douai - Pierre Fontaine;25;16;6;4;2;2023-04-05T22:46:40+02:00;Paris
Joseph Dijon - Ornano;37;14;20;13;7;2023-04-05T22:45:58+02:00;Paris
Bessières - Porte de Clichy;33;22;9;8;1;2023-04-05T22:44:37+02:00;Paris
Picpus - Louis Braille;44;30;12;11;1;2023-04-05T22:43:45+02:00;Paris
Portugais - Kléber;26;25;1;1;0;2023-04-05T22:46:56+02:00;Paris
Crozatier - Faubourg Saint-Antoine;42;5;30;27;3;2023-04-05T22:45:48+02:00;Paris
Halles - Bourdonnais;20;15;2;2;0;2023-04-05T22:43:52+02:00;Paris
Saint-Germain - Ciseaux;18;17;0;0;0;2023-04-05T22:46:39+02:00;Paris
Quai du Président Roosevelt - Pont Aval;30;30;0;0;0;2023-04-05T22:43:48+02:00;Paris
Rottembourg - Général Michel Bizot;43;20;22;19;3;2023-04-05T22:46:47+02:00;Paris
Delizy - Louis Nadot;22;19;1;0;1;2023-04-05T22:45:47+02:00;Pantin
Vivaldi - Antoine-Julien Hénard;27;26;1;1;0;2023-04-05T22:45:53+02:00;Paris
Saint-Mandé - Fabre d'Eglantine;34;30;4;0;4;2023-04-05T22:46:09+02:00;Paris
Marché Saint-Quentin;15;10;3;1;2;2023-04-05T22:45:21+02:00;Paris
Lemercier - Cardinet;24;1;23;16;7;2023-04-05T22:46:12+02:00;Paris
Louis Xavier de Ricard - Ancienne Mairie;34;25;5;2;3;2023-04-05T22:44:36+02:00;Fontenay-sous-Bois
Toqueville - Cardinet;33;22;10;5;5;2023-04-05T22:44:41+02:00;Paris
Lebrun - Colonel Fabien;27;24;3;1;2;2023-04-05T22:39:20+02:00;Vitry-sur-Seine
Suffren - Champ de Mars;23;12;11;9;2;2023-04-05T22:46:56+02:00;Paris
Place d'Italie - Vincent Auriol;40;24;15;4;11;2023-04-05T22:47:01+02:00;Paris
Centre Georges Pompidou;26;24;2;1;1;2023-04-05T22:39:42+02:00;Paris
Bagnolet - Orteaux;36;21;13;1;12;2023-04-05T22:40:35+02:00;Paris
Porte des Lilas - Faidherbe;39;29;7;0;7;2023-04-05T22:45:46+02:00;Les Lilas
Gare d'Argenteuil;40;13;24;14;10;2023-04-05T22:47:16+02:00;Argenteuil
Place Ginette Hamelin;51;26;24;23;1;2023-04-05T22:47:10+02:00;Paris
Mairie du 8ème;14;11;3;3;0;2023-04-05T22:45:02+02:00;Paris
Gare du Stade;20;3;16;14;2;2023-04-05T22:45:28+02:00;Colombes
Jules Guesdes - Général de Gaulle;24;14;10;5;5;2023-04-05T22:44:24+02:00;Issy-les-Moulineaux
Mstislav Rostropovitch - Berthier;18;16;2;2;0;2023-04-05T22:44:00+02:00;Paris
Bibliothèque Nationale - Richelieu;17;15;2;2;0;2023-04-05T22:44:43+02:00;Paris
Londres - Place d'Estienne d'Orves;25;23;0;0;0;2023-04-05T22:44:43+02:00;Paris
Marché Saint-Germain;21;17;1;0;1;2023-04-05T22:47:07+02:00;Paris
Dunkerque - Trudaine;16;12;3;3;0;2023-04-05T22:46:42+02:00;Paris
Cherche-Midi - Hôpital Necker;38;34;3;2;1;2023-04-05T22:46:03+02:00;Paris
Chemin de Bretagne;29;12;16;16;0;2023-04-05T22:47:08+02:00;Issy-les-Moulineaux
Place Aimé Césaire;27;24;3;0;3;2023-04-05T22:37:54+02:00;Clamart
Place Nelson Mandela;30;30;0;0;0;2023-04-05T22:37:39+02:00;Nanterre
Jean Monnet - Iles;32;11;17;13;4;2023-04-05T22:46:19+02:00;Issy-les-Moulineaux
Place Monge;21;13;6;3;3;2023-04-05T22:46:53+02:00;Paris
Parc Eli Lotar;20;4;15;4;11;2023-04-05T22:45:31+02:00;Aubervilliers
Square Denise Buisson;45;30;14;4;10;2023-04-05T22:47:05+02:00;Montreuil
Choisy - Tolbiac;26;15;1;0;1;2023-04-05T22:43:50+02:00;Paris
Glacière - Soeur Catherine Marie;40;30;10;9;1;2023-04-05T22:44:15+02:00;Paris
Marne - Charles de Gaulle;27;1;25;20;5;2023-04-05T22:46:52+02:00;Alfortville
Geoffroy - Marie;20;13;6;5;1;2023-04-05T22:46:35+02:00;Paris
Saint-Benoît - Jacob;23;17;3;1;2;2023-04-05T22:47:05+02:00;Paris
Place Joffre - Frédéric le Play;38;35;3;2;1;2023-04-05T22:38:25+02:00;Paris
Didot - Place de Moro-Giafferi;22;11;10;10;0;2023-04-05T22:42:03+02:00;Paris
Place de Rungis;32;1;31;27;4;2023-04-05T22:46:12+02:00;Paris
Davout - Volga;28;25;3;3;0;2023-04-05T22:44:04+02:00;Paris
Godot de Mauroy - Madeleine;22;18;0;0;0;2023-04-05T22:45:24+02:00;Paris
Porte de la Muette;36;34;2;0;2;2023-04-05T22:41:06+02:00;Paris
Madagascar - Meuniers;33;0;31;14;17;2023-04-05T22:43:08+02:00;Paris
Bruant - Vincent Auriol;25;23;1;1;0;2023-04-05T22:45:08+02:00;Paris
Vivienne - Montmartre;39;36;1;1;0;2023-04-05T22:45:59+02:00;Paris
Bréguet - Sabin;33;9;19;17;2;2023-04-05T22:46:43+02:00;Paris
Buffon - Jardin des Plantes;30;17;9;6;3;2023-04-05T22:39:03+02:00;Paris
Stalingrad - Rigollots;51;30;17;4;13;2023-04-05T22:45:07+02:00;Fontenay-sous-Bois
Charenton - Prague;26;3;21;20;1;2023-04-05T22:46:56+02:00;Paris
Gare du Nord - Saint-Vincent de Paul;24;21;2;2;0;2023-04-05T22:44:26+02:00;Paris
Square Etienne Jarousse;25;22;3;1;2;2023-04-05T22:45:37+02:00;Vanves
Raymond Poincaré - Place Victor Hugo;25;18;3;3;0;2023-04-05T22:41:43+02:00;Paris
Cloître Saint-Merri - Renard;32;26;3;1;2;2023-04-05T22:45:44+02:00;Paris
Paul Bodin - Clichy;34;20;12;10;2;2023-04-05T22:44:10+02:00;Paris
Champs-Elysees - Bassano;25;25;0;0;0;2021-02-21T20:09:18+01:00;Paris
Ecoles - Carmes;36;33;1;1;0;2023-04-05T22:45:00+02:00;Paris
Hôpital Necker;40;36;4;2;2;2023-04-05T22:45:58+02:00;Paris
Bourdon - Pont Morland;52;31;20;18;2;2023-04-05T22:46:45+02:00;Paris
Bourg l'Abbé - Saint-Martin;42;17;22;22;0;2023-04-05T22:46:59+02:00;Paris
Reuilly - Place Felix Eboue;42;21;17;8;9;2023-04-05T22:47:11+02:00;Paris
Abbé Groult - Convention;12;2;11;7;4;2023-04-05T22:46:24+02:00;Paris
Porte Molitor;60;35;21;18;3;2023-04-05T22:41:44+02:00;Paris
Richard Lenoir - Voltaire;25;1;24;22;2;2023-04-05T22:46:28+02:00;Paris
Charles Frérot - Albert Guilpin;30;3;24;16;8;2023-04-05T22:45:07+02:00;Gentilly
Gare RER - Malleret-Joinville;20;14;5;3;2;2023-04-05T22:46:50+02:00;Alfortville
Place de la Madeleine - Royale;26;22;3;2;1;2023-04-05T22:44:48+02:00;Paris
Hôtel de Ville de Sèvres;32;23;9;6;3;2023-04-05T22:45:41+02:00;Sèvres
Chevreuse - Montparnasse;15;13;2;0;2;2023-04-05T22:46:19+02:00;Paris
Condorcet - Turgot;20;16;4;2;2;2023-04-05T22:44:23+02:00;Paris
Gare RER les Grésillons;22;7;13;6;7;2023-04-05T22:43:43+02:00;Asnières-sur-Seine
Leredde - Tolbiac;44;36;6;4;2;2023-04-05T22:46:21+02:00;Paris
Cambon - Rivoli;40;35;2;1;1;2023-04-05T22:43:53+02:00;Paris
Villiers - Batignolles;23;19;1;0;1;2023-04-05T22:45:58+02:00;Paris
Jules Vallès - Charonne;23;9;12;11;1;2023-04-05T22:42:41+02:00;Paris
Place Charles Michels;37;4;31;27;4;2023-04-05T22:46:18+02:00;Paris
Sèvres - Lecourbe;62;57;4;0;4;2023-04-05T22:47:13+02:00;Paris
Croix Nivert - Square Saint-Lambert;47;1;45;34;11;2023-04-05T22:47:06+02:00;Paris
Perle - Vieille du Temple;36;30;4;2;2;2023-04-05T22:47:14+02:00;Paris
Benoît Frachon - République;30;26;4;0;4;2023-04-05T22:46:37+02:00;Paris
Epée de Bois - Mouffetard;63;56;6;5;1;2023-04-05T22:45:10+02:00;Paris
Jean Jaurès - Jules Jacquemin;24;15;9;1;8;2023-04-05T22:39:20+02:00;Le Pré-Saint-Gervais
Claude Vellefaux - Hôpital Saint-Louis;32;23;8;7;1;2023-04-05T22:46:43+02:00;Paris
Mairie du 14ème;32;24;8;6;2;2023-04-05T22:47:09+02:00;Paris
Cadix - Hameau;37;16;18;16;2;2023-04-05T22:46:59+02:00;Paris
Landy - Heurtault;30;4;24;11;13;2023-04-05T22:46:15+02:00;Aubervilliers
Camille Risch - Paul Armangot;25;17;8;2;6;2023-04-05T22:45:07+02:00;Vitry-sur-Seine
Paradis - Hauteville;31;20;9;7;2;2023-04-05T22:46:14+02:00;Paris
Reuilly - Daumesnil;36;13;20;12;8;2023-04-05T22:47:01+02:00;Paris
Jardins d'Eole;20;0;18;8;10;2023-04-05T22:46:13+02:00;Paris
Molitor - Michel-Ange;52;26;22;17;5;2023-04-05T22:40:21+02:00;Paris
Place des Droits de l'Enfant;24;1;22;9;13;2023-04-05T22:47:03+02:00;Paris
Charentonneau - Maisons Alfort;20;1;19;11;8;2023-04-05T22:40:53+02:00;Maisons-Alfort
Porte de Bagnolet;33;28;4;0;4;2023-04-05T22:47:04+02:00;Paris
Place des Abbesses;12;3;9;2;7;2023-04-05T22:45:05+02:00;Paris
Plantes - Moulin Vert;45;20;23;8;15;2023-04-05T22:41:56+02:00;Paris
Sorbier - Ménilmontant;24;9;14;1;13;2023-04-05T22:47:00+02:00;Paris
Crevaux - Bugeaud;31;30;1;1;0;2023-04-05T22:45:27+02:00;Paris
Mairie du 16ème;35;32;3;0;3;2023-04-05T22:42:08+02:00;Paris
Cité Riverin - Château d'Eau;18;6;6;5;1;2023-04-05T22:45:13+02:00;Paris
Pyrénées - Avron;32;24;8;5;3;2023-04-05T22:43:51+02:00;Paris
Flandrin - Longchamp;42;31;7;3;4;2023-04-05T22:41:39+02:00;Paris
Louis Lumière.;22;17;3;0;3;2023-04-05T22:42:53+02:00;Paris
Place de la Nation - Picpus;36;33;3;0;3;2023-04-05T22:41:59+02:00;Paris
Mairie d'Issy;41;17;24;21;3;2023-04-05T22:45:33+02:00;Issy-les-Moulineaux
Maxime Gorki - Louis Aragon;20;13;7;2;5;2023-04-05T22:45:18+02:00;Villejuif
Place de la Nation - Charonne;36;32;4;1;3;2023-04-05T22:45:12+02:00;Paris
Poissonniers - Championnet;28;14;4;1;3;2023-04-05T22:43:27+02:00;Paris
Beaubourg - Michel-le-Comte;17;11;4;3;1;2023-04-05T22:42:02+02:00;Paris
Grande Truanderie - Saint-Denis;33;26;4;4;0;2023-04-05T22:46:34+02:00;Paris
Niger - Soult;24;18;5;4;1;2023-04-05T22:45:33+02:00;Paris
Square Claude Bernard;30;29;1;0;1;2023-04-05T22:46:02+02:00;Paris
